,SF6
2079-08-16 12:00:00,34.445213
2079-09-16 00:00:00,34.543774
2079-10-16 12:00:00,34.605576
2079-11-16 00:00:00,34.670452
2079-12-16 12:00:00,34.70282
2080-01-16 12:00:00,34.729267
2080-02-15 00:00:00,34.748833
2080-03-16 12:00:00,34.76465
2080-04-16 00:00:00,34.816074
2080-05-16 12:00:00,34.903076
2080-06-16 00:00:00,34.92648
2080-07-16 12:00:00,34.84804
2080-08-16 12:00:00,34.886578
2080-09-16 00:00:00,34.98587
2080-10-16 12:00:00,35.047924
2080-11-16 00:00:00,35.113087
2080-12-16 12:00:00,35.14532
2081-01-16 12:00:00,35.171543
2081-02-15 00:00:00,35.190807
2081-03-16 12:00:00,35.206264
2081-04-16 00:00:00,35.257786
2081-05-16 12:00:00,35.345333
2081-06-16 00:00:00,35.368473
2081-07-16 12:00:00,35.288494
2081-08-16 12:00:00,35.32697
2081-09-16 00:00:00,35.426968
2081-10-16 12:00:00,35.48926
2081-11-16 00:00:00,35.554707
2081-12-16 12:00:00,35.58681
2082-01-16 12:00:00,35.61284
2082-02-15 00:00:00,35.631817
2082-03-16 12:00:00,35.646942
2082-04-16 00:00:00,35.69858
2082-05-16 12:00:00,35.786694
2082-06-16 00:00:00,35.809597
2082-07-16 12:00:00,35.728092
2082-08-16 12:00:00,35.766514
2082-09-16 00:00:00,35.867214
2082-10-16 12:00:00,35.929733
2082-11-16 00:00:00,35.99544
2082-12-16 12:00:00,36.02739
2083-01-16 12:00:00,36.053173
2083-02-15 00:00:00,36.071827
2083-03-16 12:00:00,36.086575
2083-04-16 00:00:00,36.13828
2083-05-16 12:00:00,36.22691
2083-06-16 00:00:00,36.24952
2083-07-16 12:00:00,36.166443
2083-08-16 12:00:00,36.20477
2083-09-16 00:00:00,36.30614
2083-10-16 12:00:00,36.368862
2083-11-16 00:00:00,36.43481
2083-12-16 12:00:00,36.466587
2084-01-16 12:00:00,36.49213
2084-02-15 00:00:00,36.510452
2084-03-16 12:00:00,36.52483
2084-04-16 00:00:00,36.57662
2084-05-16 12:00:00,36.66578
2084-06-16 00:00:00,36.68812
2084-07-16 12:00:00,36.6035
2084-08-16 12:00:00,36.64175
2084-09-16 00:00:00,36.74381
2084-10-16 12:00:00,36.80676
2084-11-16 00:00:00,36.872967
2084-12-16 12:00:00,36.9046
2085-01-16 12:00:00,36.929928
2085-02-15 00:00:00,36.947945
2085-03-16 12:00:00,36.961967
2085-04-16 00:00:00,37.013855
2085-05-16 12:00:00,37.10355
2085-06-16 00:00:00,37.125637
2085-07-16 12:00:00,37.03948
2085-08-16 12:00:00,37.077663
2085-09-16 00:00:00,37.180412
2085-10-16 12:00:00,37.243572
2085-11-16 00:00:00,37.31004
2085-12-16 12:00:00,37.34151
2086-01-16 12:00:00,37.366604
2086-02-15 00:00:00,37.3843
2086-03-16 12:00:00,37.397953
2086-04-16 00:00:00,37.449913
2086-05-16 12:00:00,37.540134
2086-06-16 00:00:00,37.561943
2086-07-16 12:00:00,37.474247
2086-08-16 12:00:00,37.51235
2086-09-16 00:00:00,37.615772
2086-10-16 12:00:00,37.679142
2086-11-16 00:00:00,37.74586
2086-12-16 12:00:00,37.77718
2087-01-16 12:00:00,37.802044
2087-02-15 00:00:00,37.819427
2087-03-16 12:00:00,37.83272
2087-04-16 00:00:00,37.88477
2087-05-16 12:00:00,37.975517
2087-06-16 00:00:00,37.99706
2087-07-16 12:00:00,37.90783
2087-08-16 12:00:00,37.945854
2087-09-16 00:00:00,38.04995
2087-10-16 12:00:00,38.11353
2087-11-16 00:00:00,38.180492
2087-12-16 12:00:00,38.211636
2088-01-16 12:00:00,38.23625
2088-02-15 00:00:00,38.253307
2088-03-16 12:00:00,38.26622
2088-04-16 00:00:00,38.318333
2088-05-16 12:00:00,38.40959
2088-06-16 00:00:00,38.43086
2088-07-16 12:00:00,38.340084
2088-08-16 12:00:00,38.378025
2088-09-16 00:00:00,38.48279
2088-10-16 12:00:00,38.54659
2088-11-16 00:00:00,38.613804
2088-12-16 12:00:00,38.644802
2089-01-16 12:00:00,38.66921
2089-02-15 00:00:00,38.68596
2089-03-16 12:00:00,38.69854
2089-04-16 00:00:00,38.750744
2089-05-16 12:00:00,38.84255
2089-06-16 00:00:00,38.863567
2089-07-16 12:00:00,38.771286
2089-08-16 12:00:00,38.80917
2089-09-16 00:00:00,38.914616
2089-10-16 12:00:00,38.97863
2089-11-16 00:00:00,39.046097
2089-12-16 12:00:00,39.076942
2090-01-16 12:00:00,39.10111
2090-02-15 00:00:00,39.11754
2090-03-16 12:00:00,39.12974
2090-04-16 00:00:00,39.182026
2090-05-16 12:00:00,39.274338
2090-06-16 00:00:00,39.29507
2090-07-16 12:00:00,39.20126
2090-08-16 12:00:00,39.239048
2090-09-16 00:00:00,39.345158
2090-10-16 12:00:00,39.409378
2090-11-16 00:00:00,39.477097
2090-12-16 12:00:00,39.507786
2091-01-16 12:00:00,39.531727
2091-02-15 00:00:00,39.547848
2091-03-16 12:00:00,39.559696
2091-04-16 00:00:00,39.612072
2091-05-16 12:00:00,39.704906
2091-06-16 00:00:00,39.725388
2091-07-16 12:00:00,39.630062
2091-08-16 12:00:00,39.667774
2091-09-16 00:00:00,39.774555
2091-10-16 12:00:00,39.838985
2091-11-16 00:00:00,39.906944
2091-12-16 12:00:00,39.937466
2092-01-16 12:00:00,39.96117
2092-02-15 00:00:00,39.976967
2092-03-16 12:00:00,39.98844
2092-04-16 00:00:00,40.04088
2092-05-16 12:00:00,40.134212
2092-06-16 00:00:00,40.154404
2092-07-16 12:00:00,40.057545
2092-08-16 12:00:00,40.095158
2092-09-16 00:00:00,40.202595
2092-10-16 12:00:00,40.26721
2092-11-16 00:00:00,40.3354
2092-12-16 12:00:00,40.36575
2093-01-16 12:00:00,40.38921
2093-02-15 00:00:00,40.404675
2093-03-16 12:00:00,40.41578
2093-04-16 00:00:00,40.46828
2093-05-16 12:00:00,40.56211
2093-06-16 00:00:00,40.582027
2093-07-16 12:00:00,40.483643
2093-08-16 12:00:00,40.521164
2093-09-16 00:00:00,40.629234
2093-10-16 12:00:00,40.694042
2093-11-16 00:00:00,40.762447
2093-12-16 12:00:00,40.792614
2094-01-16 12:00:00,40.815815
2094-02-15 00:00:00,40.83094
2094-03-16 12:00:00,40.841656
2094-04-16 00:00:00,40.8942
2094-05-16 12:00:00,40.988518
2094-06-16 00:00:00,41.008137
2094-07-16 12:00:00,40.908215
2094-08-16 12:00:00,40.945633
2094-09-16 00:00:00,41.05434
2094-10-16 12:00:00,41.119328
2094-11-16 00:00:00,41.18796
2094-12-16 12:00:00,41.21796
2095-01-16 12:00:00,41.240917
2095-02-15 00:00:00,41.255722
2095-03-16 12:00:00,41.266068
2095-04-16 00:00:00,41.31869
2095-05-16 12:00:00,41.4135
2095-06-16 00:00:00,41.432854
2095-07-16 12:00:00,41.331425
2095-08-16 12:00:00,41.368755
2095-09-16 00:00:00,41.4781
2095-10-16 12:00:00,41.543278
2095-11-16 00:00:00,41.612125
2095-12-16 12:00:00,41.641945
2096-01-16 12:00:00,41.664646
2096-02-15 00:00:00,41.679108
2096-03-16 12:00:00,41.689068
2096-04-16 00:00:00,41.741722
2096-05-16 12:00:00,41.837013
2096-06-16 00:00:00,41.856064
2096-07-16 12:00:00,41.753105
2096-08-16 12:00:00,41.79032
2096-09-16 00:00:00,41.90029
2096-10-16 12:00:00,41.96565
2096-11-16 00:00:00,42.034725
2096-12-16 12:00:00,42.064365
2097-01-16 12:00:00,42.08683
2097-02-15 00:00:00,42.10097
2097-03-16 12:00:00,42.11056
2097-04-16 00:00:00,42.163296
2097-05-16 12:00:00,42.259087
2097-06-16 00:00:00,42.277866
2097-07-16 12:00:00,42.173412
2097-08-16 12:00:00,42.21055
2097-09-16 00:00:00,42.32117
2097-10-16 12:00:00,42.38672
2097-11-16 00:00:00,42.45602
2097-12-16 12:00:00,42.485493
2098-01-16 12:00:00,42.507713
2098-02-15 00:00:00,42.52152
2098-03-16 12:00:00,42.530735
2098-04-16 00:00:00,42.583523
2098-05-16 12:00:00,42.67979
2098-06-16 00:00:00,42.698284
2098-07-16 12:00:00,42.59232
2098-08-16 12:00:00,42.629345
2098-09-16 00:00:00,42.74059
2098-10-16 12:00:00,42.80631
2098-11-16 00:00:00,42.87582
2098-12-16 12:00:00,42.90511
2099-01-16 12:00:00,42.92708
2099-02-15 00:00:00,42.94055
2099-03-16 12:00:00,42.949398
2099-04-16 00:00:00,43.002228
2099-05-16 12:00:00,43.09898
2099-06-16 00:00:00,43.117188
2099-07-16 12:00:00,43.009716
2099-08-16 12:00:00,43.046646
2099-09-16 00:00:00,43.158512
2099-10-16 12:00:00,43.224426
2099-11-16 00:00:00,43.294155
2099-12-16 12:00:00,43.323273
2100-01-16 12:00:00,43.344982
2100-02-15 00:00:00,43.358135
2100-03-16 12:00:00,43.366608
2100-04-16 00:00:00,43.419506
2100-05-16 12:00:00,43.51675
2100-06-16 00:00:00,43.534683
2100-07-16 12:00:00,43.42573
2100-08-16 12:00:00,43.462574
2100-09-16 00:00:00,43.575085
2100-10-16 12:00:00,43.641186
2100-11-16 00:00:00,43.711147
2100-12-16 12:00:00,43.74011
2101-01-16 12:00:00,43.761597
2101-02-15 00:00:00,43.77443
2101-03-16 12:00:00,43.782543
2101-04-16 00:00:00,43.83549
2101-05-16 12:00:00,43.9332
2101-06-16 00:00:00,43.95085
2101-07-16 12:00:00,43.840397
2101-08-16 12:00:00,43.877125
2101-09-16 00:00:00,43.99023
2101-10-16 12:00:00,44.05647
2101-11-16 00:00:00,44.126606
2101-12-16 12:00:00,44.15534
2102-01-16 12:00:00,44.176517
2102-02-15 00:00:00,44.188953
2102-03-16 12:00:00,44.196613
2102-04-16 00:00:00,44.24953
2102-05-16 12:00:00,44.347622
2102-06-16 00:00:00,44.364883
2102-07-16 12:00:00,44.252827
2102-08-16 12:00:00,44.289333
2102-09-16 00:00:00,44.402927
2102-10-16 12:00:00,44.46922
2102-11-16 00:00:00,44.539433
2102-12-16 12:00:00,44.567852
2103-01-16 12:00:00,44.588657
2103-02-15 00:00:00,44.600628
2103-03-16 12:00:00,44.607777
2103-04-16 00:00:00,44.660603
2103-05-16 12:00:00,44.759033
2103-06-16 00:00:00,44.77588
2103-07-16 12:00:00,44.662212
2103-08-16 12:00:00,44.698483
2103-09-16 00:00:00,44.81255
2103-10-16 12:00:00,44.878887
2103-11-16 00:00:00,44.949173
2103-12-16 12:00:00,44.977276
2104-01-16 12:00:00,44.997696
2104-02-15 00:00:00,45.009205
2104-03-16 12:00:00,45.01585
2104-04-16 00:00:00,45.06859
2104-05-16 12:00:00,45.16734
2104-06-16 00:00:00,45.183765
2104-07-16 12:00:00,45.068497
2104-08-16 12:00:00,45.104527
2104-09-16 00:00:00,45.21907
2104-10-16 12:00:00,45.285442
2104-11-16 00:00:00,45.355804
2104-12-16 12:00:00,45.383617
2105-01-16 12:00:00,45.403667
2105-02-15 00:00:00,45.414734
2105-03-16 12:00:00,45.4209
2105-04-16 00:00:00,45.473583
2105-05-16 12:00:00,45.57269
2105-06-16 00:00:00,45.588734
2105-07-16 12:00:00,45.471905
2105-08-16 12:00:00,45.50774
2105-09-16 00:00:00,45.622784
2105-10-16 12:00:00,45.68922
2105-11-16 00:00:00,45.759686
2105-12-16 12:00:00,45.787205
2106-01-16 12:00:00,45.806904
2106-02-15 00:00:00,45.817524
2106-03-16 12:00:00,45.8232
2106-04-16 00:00:00,45.875797
2106-05-16 12:00:00,45.97522
2106-06-16 00:00:00,45.990845
2106-07-16 12:00:00,45.87242
2106-08-16 12:00:00,45.908
2106-09-16 00:00:00,46.023495
2106-10-16 12:00:00,46.089947
2106-11-16 00:00:00,46.160458
2106-12-16 12:00:00,46.187656
2107-01-16 12:00:00,46.206966
2107-02-15 00:00:00,46.21713
2107-03-16 12:00:00,46.222305
2107-04-16 00:00:00,46.274815
2107-05-16 12:00:00,46.37457
2107-06-16 00:00:00,46.3898
2107-07-16 12:00:00,46.269825
2107-08-16 12:00:00,46.305195
2107-09-16 00:00:00,46.42116
2107-10-16 12:00:00,46.487667
2107-11-16 00:00:00,46.55827
2107-12-16 12:00:00,46.585186
2108-01-16 12:00:00,46.60414
2108-02-15 00:00:00,46.613873
2108-03-16 12:00:00,46.618565
2108-04-16 00:00:00,46.671
2108-05-16 12:00:00,46.771072
2108-06-16 00:00:00,46.7859
2108-07-16 12:00:00,46.664364
2108-08-16 12:00:00,46.699493
2108-09-16 00:00:00,46.815907
2108-10-16 12:00:00,46.882435
2108-11-16 00:00:00,46.953094
2108-12-16 12:00:00,46.979694
2109-01-16 12:00:00,46.998272
2109-02-15 00:00:00,47.00754
2109-03-16 12:00:00,47.011734
2109-04-16 00:00:00,47.064075
2109-05-16 12:00:00,47.164448
2109-06-16 00:00:00,47.178864
2109-07-16 12:00:00,47.055775
2109-08-16 12:00:00,47.09068
2109-09-16 00:00:00,47.207535
2109-10-16 12:00:00,47.274097
2109-11-16 00:00:00,47.344822
2109-12-16 12:00:00,47.371128
2110-01-16 12:00:00,47.38934
2110-02-15 00:00:00,47.398182
2110-03-16 12:00:00,47.4019
2110-04-16 00:00:00,47.454166
2110-05-16 12:00:00,47.554874
2110-06-16 00:00:00,47.56892
2110-07-16 12:00:00,47.44432
2110-08-16 12:00:00,47.479015
2110-09-16 00:00:00,47.596348
2110-10-16 12:00:00,47.662964
2110-11-16 00:00:00,47.733776
2110-12-16 12:00:00,47.759796
2111-01-16 12:00:00,47.777653
2111-02-15 00:00:00,47.78606
2111-03-16 12:00:00,47.789303
2111-04-16 00:00:00,47.841476
2111-05-16 12:00:00,47.942486
2111-06-16 00:00:00,47.956112
2111-07-16 12:00:00,47.829975
2111-08-16 12:00:00,47.86442
2111-09-16 00:00:00,47.982166
2111-10-16 12:00:00,48.048794
2111-11-16 00:00:00,48.119648
2111-12-16 12:00:00,48.14535
2112-01-16 12:00:00,48.162827
2112-02-15 00:00:00,48.170776
2112-03-16 12:00:00,48.173534
2112-04-16 00:00:00,48.225613
2112-05-16 12:00:00,48.326923
2112-06-16 00:00:00,48.340153
2112-07-16 12:00:00,48.212513
2112-08-16 12:00:00,48.246735
2112-09-16 00:00:00,48.364933
2112-10-16 12:00:00,48.4316
2112-11-16 00:00:00,48.50252
2112-12-16 12:00:00,48.527943
2113-01-16 12:00:00,48.54507
2113-02-15 00:00:00,48.552586
2113-03-16 12:00:00,48.55487
2113-04-16 00:00:00,48.606876
2113-05-16 12:00:00,48.708492
2113-06-16 00:00:00,48.72133
2113-07-16 12:00:00,48.592182
2113-08-16 12:00:00,48.626175
2113-09-16 00:00:00,48.7448
2113-10-16 12:00:00,48.81149
2113-11-16 00:00:00,48.882465
2113-12-16 12:00:00,48.90758
2114-01-16 12:00:00,48.924343
2114-02-15 00:00:00,48.931416
2114-03-16 12:00:00,48.933216
2114-04-16 00:00:00,48.985138
2114-05-16 12:00:00,49.087048
2114-06-16 00:00:00,49.099487
2114-07-16 12:00:00,48.96884
2114-08-16 12:00:00,49.00261
2114-09-16 00:00:00,49.121662
2114-10-16 12:00:00,49.188374
2114-11-16 00:00:00,49.25941
2114-12-16 12:00:00,49.28423
2115-01-16 12:00:00,49.300617
2115-02-15 00:00:00,49.307266
2115-03-16 12:00:00,49.30859
2115-04-16 00:00:00,49.36041
2115-05-16 12:00:00,49.4626
2115-06-16 00:00:00,49.47465
2115-07-16 12:00:00,49.34251
2115-08-16 12:00:00,49.37605
2115-09-16 00:00:00,49.495514
2115-10-16 12:00:00,49.56224
2115-11-16 00:00:00,49.63332
2115-12-16 12:00:00,49.657837
2116-01-16 12:00:00,49.67387
2116-02-15 00:00:00,49.680073
2116-03-16 12:00:00,49.68092
2116-04-16 00:00:00,49.732647
2116-05-16 12:00:00,49.835133
2116-06-16 00:00:00,49.846786
2116-07-16 12:00:00,49.713184
2116-08-16 12:00:00,49.746502
2116-09-16 00:00:00,49.866383
2116-10-16 12:00:00,49.93314
2116-11-16 00:00:00,50.004284
2116-12-16 12:00:00,50.028507
2117-01-16 12:00:00,50.044193
2117-02-15 00:00:00,50.049973
2117-03-16 12:00:00,50.050358
2117-04-16 00:00:00,50.102
2117-05-16 12:00:00,50.204773
2117-06-16 00:00:00,50.216045
2117-07-16 12:00:00,50.08098
2117-08-16 12:00:00,50.11407
2117-09-16 00:00:00,50.234364
2117-10-16 12:00:00,50.301144
2117-11-16 00:00:00,50.372334
2117-12-16 12:00:00,50.39626
2118-01-16 12:00:00,50.41158
2118-02-15 00:00:00,50.416927
2118-03-16 12:00:00,50.41684
2118-04-16 00:00:00,50.46838
2118-05-16 12:00:00,50.571423
2118-06-16 00:00:00,50.582294
2118-07-16 12:00:00,50.44577
2118-08-16 12:00:00,50.47862
2118-09-16 00:00:00,50.599316
2118-10-16 12:00:00,50.666092
2118-11-16 00:00:00,50.737324
2118-12-16 12:00:00,50.760956
2119-01-16 12:00:00,50.77591
2119-02-15 00:00:00,50.780823
2119-03-16 12:00:00,50.78027
2119-04-16 00:00:00,50.831707
2119-05-16 12:00:00,50.93503
2119-06-16 00:00:00,50.945526
2119-07-16 12:00:00,50.80756
2119-08-16 12:00:00,50.84019
2119-09-16 00:00:00,50.9613
2119-10-16 12:00:00,51.028107
2119-11-16 00:00:00,51.099392
2119-12-16 12:00:00,51.12273
2120-01-16 12:00:00,51.13734
2120-02-15 00:00:00,51.14184
2120-03-16 12:00:00,51.140823
2120-04-16 00:00:00,51.192173
2120-05-16 12:00:00,51.295765
2120-06-16 00:00:00,51.305878
2120-07-16 12:00:00,51.166477
2120-08-16 12:00:00,51.19888
2120-09-16 00:00:00,51.320374
2120-10-16 12:00:00,51.38718
2120-11-16 00:00:00,51.458508
2120-12-16 12:00:00,51.481552
2121-01-16 12:00:00,51.495792
2121-02-15 00:00:00,51.499866
2121-03-16 12:00:00,51.498367
2121-04-16 00:00:00,51.549633
2121-05-16 12:00:00,51.65349
2121-06-16 00:00:00,51.663208
2121-07-16 12:00:00,51.52238
2121-08-16 12:00:00,51.554554
2121-09-16 00:00:00,51.67645
2121-10-16 12:00:00,51.743267
2121-11-16 00:00:00,51.814625
2121-12-16 12:00:00,51.837376
2122-01-16 12:00:00,51.851273
2122-02-15 00:00:00,51.854916
2122-03-16 12:00:00,51.852955
2122-04-16 00:00:00,51.90411
2122-05-16 12:00:00,52.008224
2122-06-16 00:00:00,52.01755
2122-07-16 12:00:00,51.8753
2122-08-16 12:00:00,51.90723
2122-09-16 00:00:00,52.0295
2122-10-16 12:00:00,52.096313
2122-11-16 00:00:00,52.167713
2122-12-16 12:00:00,52.19016
2123-01-16 12:00:00,52.20369
2123-02-15 00:00:00,52.206905
2123-03-16 12:00:00,52.204487
2123-04-16 00:00:00,52.255543
2123-05-16 12:00:00,52.359924
2123-06-16 00:00:00,52.368866
2123-07-16 12:00:00,52.225224
2123-08-16 12:00:00,52.25694
2123-09-16 00:00:00,52.379593
2123-10-16 12:00:00,52.446426
2123-11-16 00:00:00,52.517868
2123-12-16 12:00:00,52.540035
2124-01-16 12:00:00,52.553223
2124-02-15 00:00:00,52.55602
2124-03-16 12:00:00,52.553158
2124-04-16 00:00:00,52.60411
2124-05-16 12:00:00,52.70875
2124-06-16 00:00:00,52.71731
2124-07-16 12:00:00,52.57226
2124-08-16 12:00:00,52.60375
2124-09-16 00:00:00,52.726772
2124-10-16 12:00:00,52.793594
2124-11-16 00:00:00,52.865063
2124-12-16 12:00:00,52.88693
2125-01-16 12:00:00,52.89976
2125-02-15 00:00:00,52.902134
2125-03-16 12:00:00,52.898804
2125-04-16 00:00:00,52.949646
2125-05-16 12:00:00,53.05454
2125-06-16 00:00:00,53.062725
2125-07-16 12:00:00,52.916294
2125-08-16 12:00:00,52.94755
2125-09-16 00:00:00,53.07095
2125-10-16 12:00:00,53.13779
2125-11-16 00:00:00,53.209293
2125-12-16 12:00:00,53.230877
2126-01-16 12:00:00,53.243362
2126-02-15 00:00:00,53.24533
2126-03-16 12:00:00,53.24155
2126-04-16 00:00:00,53.2923
2126-05-16 12:00:00,53.39744
2126-06-16 00:00:00,53.40526
2126-07-16 12:00:00,53.25745
2126-08-16 12:00:00,53.288483
2126-09-16 00:00:00,53.412243
2126-10-16 12:00:00,53.47908
2126-11-16 00:00:00,53.55061
2126-12-16 12:00:00,53.5719
2127-01-16 12:00:00,53.584034
2127-02-15 00:00:00,53.58557
2127-03-16 12:00:00,53.58134
2127-04-16 00:00:00,53.631985
2127-05-16 12:00:00,53.73735
2127-06-16 00:00:00,53.74477
2127-07-16 12:00:00,53.5956
2127-08-16 12:00:00,53.6264
2127-09-16 00:00:00,53.750507
2127-10-16 12:00:00,53.817326
2127-11-16 00:00:00,53.88888
2127-12-16 12:00:00,53.909866
2128-01-16 12:00:00,53.92165
2128-02-15 00:00:00,53.92278
2128-03-16 12:00:00,53.918095
2128-04-16 00:00:00,53.968624
2128-05-16 12:00:00,54.074234
2128-06-16 00:00:00,54.08128
2128-07-16 12:00:00,53.930756
2128-08-16 12:00:00,53.961323
2128-09-16 00:00:00,54.0858
2128-10-16 12:00:00,54.152622
2128-11-16 00:00:00,54.22421
2128-12-16 12:00:00,54.244915
2129-01-16 12:00:00,54.25635
2129-02-15 00:00:00,54.25707
2129-03-16 12:00:00,54.25194
2129-04-16 00:00:00,54.302372
2129-05-16 12:00:00,54.40823
2129-06-16 00:00:00,54.414898
2129-07-16 12:00:00,54.26303
2129-08-16 12:00:00,54.293377
2129-09-16 00:00:00,54.418194
2129-10-16 12:00:00,54.485016
2129-11-16 00:00:00,54.556614
2129-12-16 12:00:00,54.577026
2130-01-16 12:00:00,54.588116
2130-02-15 00:00:00,54.58842
2130-03-16 12:00:00,54.582844
2130-04-16 00:00:00,54.63316
2130-05-16 12:00:00,54.739216
2130-06-16 00:00:00,54.745518
2130-07-16 12:00:00,54.592304
2130-08-16 12:00:00,54.622406
2130-09-16 00:00:00,54.74756
2130-10-16 12:00:00,54.814358
2130-11-16 00:00:00,54.88597
2130-12-16 12:00:00,54.906082
2131-01-16 12:00:00,54.91683
2131-02-15 00:00:00,54.916714
2131-03-16 12:00:00,54.910686
2131-04-16 00:00:00,54.96089
2131-05-16 12:00:00,55.067184
2131-06-16 00:00:00,55.073105
2131-07-16 12:00:00,54.91858
2131-08-16 12:00:00,54.94846
2131-09-16 00:00:00,55.07396
2131-10-16 12:00:00,55.14076
2131-11-16 00:00:00,55.212402
2131-12-16 12:00:00,55.232235
2132-01-16 12:00:00,55.242645
2132-02-15 00:00:00,55.242126
2132-03-16 12:00:00,55.23566
2132-04-16 00:00:00,55.285767
2132-05-16 12:00:00,55.392277
2132-06-16 00:00:00,55.397827
2132-07-16 12:00:00,55.241974
2132-08-16 12:00:00,55.271626
2132-09-16 00:00:00,55.397446
2132-10-16 12:00:00,55.46423
2132-11-16 00:00:00,55.53587
2132-12-16 12:00:00,55.55541
2133-01-16 12:00:00,55.565456
2133-02-15 00:00:00,55.564526
2133-03-16 12:00:00,55.557613
2133-04-16 00:00:00,55.6076
2133-05-16 12:00:00,55.71433
2133-06-16 00:00:00,55.719513
2133-07-16 12:00:00,55.562363
2133-08-16 12:00:00,55.59178
2133-09-16 00:00:00,55.717945
2133-10-16 12:00:00,55.784714
2133-11-16 00:00:00,55.85638
2133-12-16 12:00:00,55.87564
2134-01-16 12:00:00,55.885365
2134-02-15 00:00:00,55.884037
2134-03-16 12:00:00,55.87669
2134-04-16 00:00:00,55.926563
2134-05-16 12:00:00,56.033512
2134-06-16 00:00:00,56.03832
2134-07-16 12:00:00,55.87987
2134-08-16 12:00:00,55.90906
2134-09-16 00:00:00,56.035538
2134-10-16 12:00:00,56.10228
2134-11-16 00:00:00,56.17395
2134-12-16 12:00:00,56.192905
2135-01-16 12:00:00,56.202286
2135-02-15 00:00:00,56.200542
2135-03-16 12:00:00,56.19276
2135-04-16 00:00:00,56.24251
2135-05-16 12:00:00,56.34966
2135-06-16 00:00:00,56.35411
2135-07-16 12:00:00,56.19437
2135-08-16 12:00:00,56.22334
2135-09-16 00:00:00,56.35013
2135-10-16 12:00:00,56.416866
2135-11-16 00:00:00,56.488544
2135-12-16 12:00:00,56.507233
2136-01-16 12:00:00,56.516266
2136-02-15 00:00:00,56.514133
2136-03-16 12:00:00,56.505917
2136-04-16 00:00:00,56.555573
2136-05-16 12:00:00,56.66293
2136-06-16 00:00:00,56.667007
2136-07-16 12:00:00,56.505993
2136-08-16 12:00:00,56.534733
2136-09-16 00:00:00,56.66184
2136-10-16 12:00:00,56.728546
2136-11-16 00:00:00,56.800232
2136-12-16 12:00:00,56.81862
2137-01-16 12:00:00,56.827316
2137-02-15 00:00:00,56.824768
2137-03-16 12:00:00,56.816113
2137-04-16 00:00:00,56.865646
2137-05-16 12:00:00,56.97319
2137-06-16 00:00:00,56.9769
2137-07-16 12:00:00,56.814617
2137-08-16 12:00:00,56.843113
2137-09-16 00:00:00,56.970516
2137-10-16 12:00:00,57.037197
2137-11-16 00:00:00,57.108883
2137-12-16 12:00:00,57.12698
2138-01-16 12:00:00,57.13532
2138-02-15 00:00:00,57.13238
2138-03-16 12:00:00,57.123287
2138-04-16 00:00:00,57.1727
2138-05-16 12:00:00,57.280437
2138-06-16 00:00:00,57.283783
2138-07-16 12:00:00,57.120235
2138-08-16 12:00:00,57.14851
2138-09-16 00:00:00,57.276215
2138-10-16 12:00:00,57.34287
2138-11-16 00:00:00,57.414555
2138-12-16 12:00:00,57.432373
2139-01-16 12:00:00,57.440388
2139-02-15 00:00:00,57.437054
2139-03-16 12:00:00,57.427536
2139-04-16 00:00:00,57.476826
2139-05-16 12:00:00,57.584778
2139-06-16 00:00:00,57.587753
2139-07-16 12:00:00,57.422974
2139-08-16 12:00:00,57.45102
2139-09-16 00:00:00,57.579025
2139-10-16 12:00:00,57.64567
2139-11-16 00:00:00,57.71736
2139-12-16 12:00:00,57.734898
2140-01-16 12:00:00,57.74258
2140-02-15 00:00:00,57.73885
2140-03-16 12:00:00,57.728912
2140-04-16 00:00:00,57.778088
2140-05-16 12:00:00,57.88622
2140-06-16 00:00:00,57.88884
2140-07-16 12:00:00,57.72282
2140-08-16 12:00:00,57.750637
2140-09-16 00:00:00,57.878937
2140-10-16 12:00:00,57.94554
2140-11-16 00:00:00,58.017223
2140-12-16 12:00:00,58.03447
2141-01-16 12:00:00,58.04181
2141-02-15 00:00:00,58.037685
2141-03-16 12:00:00,58.02731
2141-04-16 00:00:00,58.076366
2141-05-16 12:00:00,58.184673
2141-06-16 00:00:00,58.18692
2141-07-16 12:00:00,58.019665
2141-08-16 12:00:00,58.047245
2141-09-16 00:00:00,58.175823
2141-10-16 12:00:00,58.24239
2141-11-16 00:00:00,58.314068
2141-12-16 12:00:00,58.33102
2142-01-16 12:00:00,58.338017
2142-02-15 00:00:00,58.333492
2142-03-16 12:00:00,58.32268
2142-04-16 00:00:00,58.371613
2142-05-16 12:00:00,58.480103
2142-06-16 00:00:00,58.481995
2142-07-16 12:00:00,58.31352
2142-08-16 12:00:00,58.340862
2142-09-16 00:00:00,58.469727
2142-10-16 12:00:00,58.53626
2142-11-16 00:00:00,58.607925
2142-12-16 12:00:00,58.6246
2143-01-16 12:00:00,58.631268
2143-02-15 00:00:00,58.62636
2143-03-16 12:00:00,58.61514
2143-04-16 00:00:00,58.66395
2143-05-16 12:00:00,58.772614
2143-06-16 00:00:00,58.77416
2143-07-16 12:00:00,58.60448
2143-08-16 12:00:00,58.631607
2143-09-16 00:00:00,58.760754
2143-10-16 12:00:00,58.82726
2143-11-16 00:00:00,58.898914
2143-12-16 12:00:00,58.915318
2144-01-16 12:00:00,58.92166
2144-02-15 00:00:00,58.916363
2144-03-16 12:00:00,58.904728
2144-04-16 00:00:00,58.953415
